No.|Time|Source|Destination|Protocol|Length|Info|No.|ScrapedData
213|9.082|142.251.36.74|10.0.2.15|HTTP|680|403 Forbidden HTTP/1.1|213|
215|9.084|91.239.200.182|10.0.2.15|HTTP|318|200 OK HTTP/1.1|215|
217|9.102|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/img/arrows/arrow.png HTTP/1.1|217|
218|9.105|10.0.2.15|91.239.200.182|HTTP|588|GET www.malakopanabrno.cz/img/layout/bsmk.png HTTP/1.1|218|
221|9.134|10.0.2.15|91.239.200.182|HTTP|599|GET www.malakopanabrno.cz/img/clubs/thumbs/agrostroj.png HTTP/1.1|221|
223|9.137|10.0.2.15|91.239.200.182|HTTP|594|GET www.malakopanabrno.cz/img/clubs/thumbs/bkmk.png HTTP/1.1|223|
225|9.154|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/cordoba-06.png HTTP/1.1|225|
227|9.17|10.0.2.15|91.239.200.182|HTTP|604|GET www.malakopanabrno.cz/img/clubs/thumbs/cz-spieler-brno.png HTTP/1.1|227|
229|9.194|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|229|
231|9.201|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|231|
233|9.219|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|233|
235|9.236|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|235|
237|9.261|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|237|
239|9.263|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|239|
241|9.306|10.0.2.15|91.239.200.182|HTTP|598|GET www.malakopanabrno.cz/img/clubs/thumbs/km-prona.png HTTP/1.1|241|
242|9.309|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|242|
243|9.31|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|243|
245|9.312|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-rgkILPHaDNB1ObNQ.jpg HTTP/1.1|245|
247|9.313|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|247|
248|9.314|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-EqLK2pwofI4kb4X5.jpg HTTP/1.1|248|
249|9.315|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|249|
250|9.317|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|250|
251|9.318|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|251|
252|9.318|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/competitions/icon-6-liga.png HTTP/1.1|252|
254|9.321|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|254|
255|9.322|10.0.2.15|91.239.200.182|HTTP|616|GET www.malakopanabrno.cz/img/competitions/icon-5-gastroshop24-cz-liga.png HTTP/1.1|255|
257|9.335|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|257|
258|9.337|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/img/dresses/t-392.png HTTP/1.1|258|
259|9.338|10.0.2.15|91.239.200.182|HTTP|588|GET www.malakopanabrno.cz/img/dresses/t-54.png HTTP/1.1|259|
260|9.345|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|260|
261|9.37|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|261|
262|9.387|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|262|
263|9.394|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|263|
264|9.407|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|264|
265|9.409|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|265|
267|9.41|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|267|
268|9.411|10.0.2.15|91.239.200.182|HTTP|598|GET www.malakopanabrno.cz/img/partners/new/city-maly.png HTTP/1.1|268|
270|9.412|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|270|
271|9.413|10.0.2.15|91.239.200.182|HTTP|595|GET www.malakopanabrno.cz/img/partners/new/kzsvb.png HTTP/1.1|271|
273|9.415|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|273|
277|9.475|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|277|
278|9.476|10.0.2.15|91.239.200.182|HTTP|597|GET www.malakopanabrno.cz/img/icons/browsers/chrome.png HTTP/1.1|278|
280|9.495|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|280|
281|9.509|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|281|
282|9.516|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|282|
283|9.523|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|283|
290|9.535|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.google-analytics.com.'|290|
291|9.562|10.0.2.15|192.168.1.1|DNS|84|Standard query AAAA b'www.google-analytics.com.'|291|
292|9.594|192.168.1.1|10.0.2.15|DNS|480|Standard response CNAME b'www.google-analytics.com.' b'www-google-analytics.l.google.com.'|292|
293|9.682|192.168.1.1|10.0.2.15|DNS|508|Standard response CNAME b'www.google-analytics.com.' b'www-google-analytics.l.google.com.'|293|
294|10.826|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|294|
295|10.828|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|295|
296|10.831|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|296|
297|10.841|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|297|
1|5.754|10.0.2.15|192.168.1.1|DNS|81|Standard query A b'www.malakopanabrno.cz.'|1|
2|5.754|10.0.2.15|192.168.1.1|DNS|75|Standard query A b'maps.google.com.'|2|
3|5.756|192.168.1.1|10.0.2.15|DNS|97|Standard response A b'www.malakopanabrno.cz.' 91.239.200.182|3|
7|5.908|10.0.2.15|91.239.200.182|HTTP|727|POST www.malakopanabrno.cz/ HTTP/1.1b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'|7|b'username=sdf&password=sdf
9|5.918|192.168.1.1|10.0.2.15|DNS|227|Standard response A b'maps.google.com.' 216.58.201.78|9|
16|8.268|91.239.200.182|10.0.2.15|HTTP|1514|200 OK HTTP/1.1|16|
72|8.478|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.googletagmanager.com.'|72|
73|8.489|10.0.2.15|192.168.1.1|DNS|84|Standard query AAAA b'www.googletagmanager.com.'|73|
74|8.501|10.0.2.15|91.239.200.182|HTTP|585|GET www.malakopanabrno.cz/app/js/jquery/jquery.min.js HTTP/1.1|74|
76|8.502|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/app/js/jquery/jquery-ui.min.js HTTP/1.1|76|
82|8.534|192.168.1.1|10.0.2.15|DNS|147|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|82|
83|8.534|10.0.2.15|192.168.1.1|DNS|75|Standard query A b'maps.google.com.'|83|
84|8.535|192.168.1.1|10.0.2.15|DNS|91|Standard response A b'maps.google.com.' 216.58.201.78|84|
85|8.556|91.239.200.182|10.0.2.15|HTTP|295|304 Not Modified HTTP/1.1|85|
87|8.558|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|87|
89|8.559|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/app/js/jquery/jquery.bookmark.js HTTP/1.1|89|
99|8.594|10.0.2.15|91.239.200.182|HTTP|591|GET www.malakopanabrno.cz/app/js/jquery/jquery.mousewheel.js HTTP/1.1|99|
102|8.628|10.0.2.15|91.239.200.182|HTTP|592|GET www.malakopanabrno.cz/app/js/jquery/jquery.scrollPane.js HTTP/1.1|102|
103|8.631|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/app/js/jquery/jquery.countdown.js HTTP/1.1|103|
105|8.633|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/app/js/jquery/jquery.colorbox.js HTTP/1.1|105|
107|8.635|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/app/js/jquery/jquery.pngfix.js HTTP/1.1|107|
110|8.656|10.0.2.15|192.168.1.1|DNS|97|Standard query A b'firefox.settings.services.mozilla.com.'|110|
111|8.684|192.168.1.1|10.0.2.15|DNS|508|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|111|
114|8.703|10.0.2.15|216.58.201.78|HTTP|591|GET maps.google.com/maps/api/js HTTP/1.1|114|
116|8.707|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|116|
118|8.724|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|118|
120|8.731|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/app/js/jquery/jquery.nivo.slider.js HTTP/1.1|120|
121|8.758|10.0.2.15|91.239.200.182|HTTP|581|GET www.malakopanabrno.cz/app/js/jquery/jquery.js HTTP/1.1|121|
124|8.788|192.168.1.1|10.0.2.15|DNS|497|Standard response A b'firefox.settings.services.mozilla.com.' 65.9.98.121|124|
125|8.823|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|125|
127|8.827|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|127|
129|8.831|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|129|
131|8.858|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|131|
133|8.866|10.0.2.15|91.239.200.182|HTTP|578|GET www.malakopanabrno.cz/app/js/swfobjects.js HTTP/1.1|133|
134|8.867|10.0.2.15|91.239.200.182|HTTP|574|GET www.malakopanabrno.cz/auth/js/ankety.js HTTP/1.1|134|
135|8.891|10.0.2.15|91.239.200.182|HTTP|585|GET www.malakopanabrno.cz/app/js/jquery/jquery.menu.js HTTP/1.1|135|
136|8.912|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/app/js/jquery/jquery.jNice.js HTTP/1.1|136|
141|9.001|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.googletagmanager.com.'|141|
142|9.004|192.168.1.1|10.0.2.15|DNS|147|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|142|
143|9.021|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|143|
145|9.022|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|145|
147|9.058|216.58.201.78|10.0.2.15|HTTP|1484|200 OK HTTP/1.1|147|
163|9.091|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|163|
165|9.092|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|165|
167|9.129|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|167|
169|9.132|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|169|
206|9.24|10.0.2.15|192.168.1.1|DNS|79|Standard query A b'maps.googleapis.com.'|206|
207|9.241|10.0.2.15|91.239.200.182|HTTP|512|GET www.malakopanabrno.cz/stat/stat.php?rozliseni=2560x1335&bit=24&st=1&cache=1642586531_5 HTTP/1.1|207|
209|9.242|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/img/arrows/arrow.png HTTP/1.1|209|
211|9.244|10.0.2.15|91.239.200.182|HTTP|588|GET www.malakopanabrno.cz/img/layout/bsmk.png HTTP/1.1|211|
213|9.245|10.0.2.15|91.239.200.182|HTTP|599|GET www.malakopanabrno.cz/img/clubs/thumbs/agrostroj.png HTTP/1.1|213|
214|9.246|10.0.2.15|91.239.200.182|HTTP|594|GET www.malakopanabrno.cz/img/clubs/thumbs/bkmk.png HTTP/1.1|214|
217|9.247|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/cordoba-06.png HTTP/1.1|217|
219|9.26|192.168.1.1|10.0.2.15|DNS|238|Standard response A b'maps.googleapis.com.' 142.251.36.74|219|
220|9.282|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|220|
222|9.297|10.0.2.15|91.239.200.182|HTTP|604|GET www.malakopanabrno.cz/img/clubs/thumbs/cz-spieler-brno.png HTTP/1.1|222|
225|9.319|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|225|
227|9.337|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|227|
229|9.351|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|229|
231|9.363|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|231|
233|9.374|10.0.2.15|91.239.200.182|HTTP|598|GET www.malakopanabrno.cz/img/clubs/thumbs/km-prona.png HTTP/1.1|233|
234|9.385|10.0.2.15|91.239.200.182|HTTP|606|GET www.malakopanabrno.cz/img/clubs/thumbs/mf-nove-vinarstvi.png HTTP/1.1|234|
237|9.415|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/mfc-srandy.png HTTP/1.1|237|
238|9.416|10.0.2.15|91.239.200.182|HTTP|605|GET www.malakopanabrno.cz/img/clubs/thumbs/mk-slatina-brno.png HTTP/1.1|238|
241|9.437|91.239.200.182|10.0.2.15|HTTP|318|200 OK HTTP/1.1|241|
243|9.441|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/royal-flush.png HTTP/1.1|243|
247|9.455|10.0.2.15|142.251.36.74|HTTP|424|GET maps.googleapis.com/maps/api/mapsjs/gen_204?csp_test=true HTTP/1.1|247|
249|9.483|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|249|
251|9.485|10.0.2.15|91.239.200.182|HTTP|610|GET www.malakopanabrno.cz/img/clubs/thumbs/sport-centrum-srbska.png HTTP/1.1|251|
253|9.498|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|253|
255|9.5|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|255|
257|9.501|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/clubs/thumbs/senk-okna-reds.png HTTP/1.1|257|
258|9.502|10.0.2.15|91.239.200.182|HTTP|602|GET www.malakopanabrno.cz/img/clubs/thumbs/vyssi-princip.png HTTP/1.1|258|
261|9.526|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|261|
263|9.528|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|263|
264|9.54|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|264|
265|9.547|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-h4JyEBfjDbjXRg10.jpg HTTP/1.1|265|
266|9.582|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-iMsJxCelpv3LFuej.jpg HTTP/1.1|266|
267|9.583|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-SRb5OVpMVQZvxibB.jpg HTTP/1.1|267|
271|9.643|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|271|
272|9.644|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-qFGzmZV1kadCGonF.jpg HTTP/1.1|272|
274|9.646|142.251.36.74|10.0.2.15|HTTP|680|403 Forbidden HTTP/1.1|274|
276|9.65|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|276|
277|9.651|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|277|
278|9.666|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|278|
279|9.667|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|279|
280|9.668|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|280|
281|9.669|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-rgkILPHaDNB1ObNQ.jpg HTTP/1.1|281|
282|9.67|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-EqLK2pwofI4kb4X5.jpg HTTP/1.1|282|
283|9.67|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-1MYRIGZ4GXsdbbcy.jpg HTTP/1.1|283|
284|9.696|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-ZCvDncsDOBH9FOrQ.jpg HTTP/1.1|284|
285|9.704|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-72x0Pw9buzWPtIMA.jpg HTTP/1.1|285|
291|9.755|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|291|
292|9.774|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|292|
293|9.775|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|293|
294|9.776|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-BK3YGjVosyWD2boh.jpg HTTP/1.1|294|
295|9.776|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-B0shnOr8OomQFIZk.jpg HTTP/1.1|295|
296|9.777|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-SFLSzaTJEpEr47hl.jpg HTTP/1.1|296|
297|9.778|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|297|
298|9.779|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|298|
299|9.78|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|299|
303|9.785|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-5blGw1vSDjMJ9oy4.jpg HTTP/1.1|303|
304|9.787|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-tHWmidlVA3RiqzIj.jpg HTTP/1.1|304|
305|9.79|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-BSm8GL78cBDljz6h.jpg HTTP/1.1|305|
309|9.793|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|309|
310|9.793|10.0.2.15|91.239.200.182|HTTP|594|GET www.malakopanabrno.cz/img/icons/next_matches.png HTTP/1.1|310|
312|9.796|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|312|
313|9.798|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/img/icons/last_played.png HTTP/1.1|313|
314|9.854|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|314|
315|9.876|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|315|
317|9.938|10.0.2.15|91.239.200.182|HTTP|605|GET www.malakopanabrno.cz/img/competitions/icon-4-sabe-liga.png HTTP/1.1|317|
318|9.94|10.0.2.15|91.239.200.182|HTTP|607|GET www.malakopanabrno.cz/img/competitions/icon-1-simost-liga.png HTTP/1.1|318|
321|9.941|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|321|
322|9.942|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|322|
323|9.943|10.0.2.15|91.239.200.182|HTTP|613|GET www.malakopanabrno.cz/img/competitions/icon-2-digamma-brno-liga.png HTTP/1.1|323|
324|9.943|10.0.2.15|91.239.200.182|HTTP|619|GET www.malakopanabrno.cz/img/competitions/icon-3-hitradio-city-brno-liga.png HTTP/1.1|324|
325|9.944|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|325|
326|9.952|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|326|
327|9.953|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|327|
328|9.953|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|328|
329|9.954|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|329|
330|9.955|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|330|
331|9.955|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|331|
332|9.956|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/img/dresses/t-355.png HTTP/1.1|332|
333|9.956|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|333|
334|9.957|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/img/icons/birthday.png HTTP/1.1|334|
336|9.966|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|336|
337|9.967|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|337|
338|9.968|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|338|
339|9.969|10.0.2.15|91.239.200.182|HTTP|591|GET www.malakopanabrno.cz/img/icons/transfers.png HTTP/1.1|339|
340|9.97|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|340|
341|9.97|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|341|
342|9.971|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|342|
343|9.98|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|343|
344|10.012|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/img/icons/hotline.png HTTP/1.1|344|
345|10.014|10.0.2.15|91.239.200.182|HTTP|596|GET www.malakopanabrno.cz/img/partners/new/simost.jpg HTTP/1.1|345|
346|10.015|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|346|
347|10.017|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|347|
348|10.018|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|348|
349|10.019|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|349|
350|10.02|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|350|
351|10.021|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|351|
352|10.023|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|352|
353|10.025|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|353|
354|10.026|10.0.2.15|91.239.200.182|HTTP|602|GET www.malakopanabrno.cz/img/partners/new/brno-zidenice.png HTTP/1.1|354|
356|10.027|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|356|
357|10.029|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|357|
358|10.031|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|358|
359|10.04|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|359|
360|10.051|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|360|
361|10.062|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|361|
362|10.072|10.0.2.15|91.239.200.182|HTTP|598|GET www.malakopanabrno.cz/img/icons/browsers/firefox.png HTTP/1.1|362|
364|10.084|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|364|
365|10.086|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|365|
366|10.087|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|366|
367|10.088|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|367|
368|10.089|10.0.2.15|91.239.200.182|HTTP|596|GET www.malakopanabrno.cz/img/icons/browsers/opera.png HTTP/1.1|368|
369|10.09|10.0.2.15|91.239.200.182|HTTP|597|GET www.malakopanabrno.cz/img/icons/browsers/chrome.png HTTP/1.1|369|
370|10.093|10.0.2.15|91.239.200.182|HTTP|597|GET www.malakopanabrno.cz/img/icons/browsers/safari.png HTTP/1.1|370|
371|10.095|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/img/arrows/arrow-down.png HTTP/1.1|371|
372|10.11|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|372|
373|10.11|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|373|
374|10.115|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|374|
375|10.124|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|375|
376|10.125|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|376|
377|10.126|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|377|
378|10.131|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|378|
379|10.152|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.google-analytics.com.'|379|
380|10.153|10.0.2.15|192.168.1.1|DNS|84|Standard query AAAA b'www.google-analytics.com.'|380|
381|10.175|192.168.1.1|10.0.2.15|DNS|480|Standard response CNAME b'www.google-analytics.com.' b'www-google-analytics.l.google.com.'|381|
382|10.611|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|382|
383|10.63|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|383|
384|10.673|192.168.1.1|10.0.2.15|DNS|485|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|384|
385|10.689|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|385|
390|12.584|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|390|
391|12.601|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|391|
392|12.602|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|392|
393|12.755|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|393|
1|5.055|10.0.2.15|192.168.1.1|DNS|81|Standard query A b'www.malakopanabrno.cz.'|1|
2|5.057|10.0.2.15|192.168.1.1|DNS|75|Standard query A b'maps.google.com.'|2|
3|5.061|192.168.1.1|10.0.2.15|DNS|97|Standard response A b'www.malakopanabrno.cz.' 91.239.200.182|3|
